security_id,underlying_symbol_raw,effective_from,effective_to,lot_size,source_as_of_date,source_contract_file,source_sha256,evidence_status
SEC_96626654b591be8f,ASTRAL,2024-07-01,2025-06-25,367,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_96626654b591be8f,ASTRAL,2025-04-24,2026-08-12,425,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_97f61d8d3fb98b4a,DRREDDY,2024-07-01,2024-10-24,125,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_97f61d8d3fb98b4a,DRREDDY,2024-10-25,2026-08-12,625,2024-10-25,NSE_FO_contract_25102024.csv.gz,741f42e3d5718301d2e42b3da1fad95fa1322e7849d34972acca1d93b2407605,OFFICIAL_DAILY_CONTRACT_FILE
SEC_98d0a8aed546494b,IRFC,2024-11-28,2025-06-25,3525,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_98d0a8aed546494b,IRFC,2025-04-24,2026-06-29,4250,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_98d0a8aed546494b,IRFC,2026-04-28,2026-08-12,5425,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_98d7557a4b8f64c3,POONAWALLA,2024-11-28,2025-06-25,1450,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_98d7557a4b8f64c3,POONAWALLA,2025-04-24,2025-08-26,1700,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_99c421c0bf81fed4,IRB,2024-11-28,2025-06-25,10250,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_99c421c0bf81fed4,IRB,2025-04-24,2025-08-26,11675,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9b7a445e59f73337,KAYNES,2025-05-29,2026-06-29,100,2025-05-29,NSE_FO_contract_29052025.csv.gz,7f2761e73cbd0d9a692638f0135730bd7ec8df8736a346f901062558c35d18fd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9b7a445e59f73337,KAYNES,2026-04-28,2026-08-12,150,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9c3cf831071ba0b3,ETERNAL,2025-04-09,2025-06-25,2000,2025-04-09,NSE_FO_contract_09042025.csv.gz,d62fcfd16e4dbc2be4015018f912a73207841fe912e03b9a6705aaa2694fcead,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9c3cf831071ba0b3,ETERNAL,2025-04-24,2026-08-12,2425,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9c3cf831071ba0b3,ZOMATO,2024-11-28,2025-04-07,2000,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9c7a47526570da5a,ABFRL,2024-07-01,2025-08-26,2600,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9cb4771e7e7e04a2,HDFCBANK,2024-07-01,2026-06-29,550,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9cb4771e7e7e04a2,HDFCBANK,2026-04-28,2026-08-12,650,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9cb4771e7e7e04a2,HDFCBANK,2025-08-25,2025-10-27,1100,2025-08-25,NSE_FO_contract_25082025.csv.gz,ac61051faf7ac629f2d8e7fbbf5f140a1baab88779999f7f15d0c9f48a795e7e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9e04bbc46a8ba64e,PIDILITIND,2024-07-01,2025-09-19,250,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9e04bbc46a8ba64e,PIDILITIND,2025-09-22,2026-08-12,500,2025-09-22,NSE_FO_contract_22092025.csv.gz,485209eebd02149d5ce46215b26745954de8e79dc1e3a825ea694f4df4780065,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9e9aad3443e9781a,ADANIPOWER,2026-03-30,2026-08-12,3550,2026-03-30,NSE_FO_contract_30032026.csv.gz,6d1c57fb6c5187998aa02ba99ef42286d9f340477fbfd2da4125fcdb0a8a068a,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9eaecefd41c96c31,IREDA,2025-02-27,2025-06-25,2900,2025-02-27,NSE_FO_contract_27022025.csv.gz,6608cf3335ac4dd94683dd74e1b56da076eaaf41099cbfe602ad49854f2e0a65,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9eaecefd41c96c31,IREDA,2025-04-24,2026-06-29,3450,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9eaecefd41c96c31,IREDA,2026-04-28,2026-08-12,4525,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9eedfbb6d62533cd,FEDERALBNK,2026-04-28,2026-08-12,2500,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_9eedfbb6d62533cd,FEDERALBNK,2024-07-01,2026-04-27,5000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a052b2a2895c1b41,SUPREMEIND,2024-11-28,2025-06-25,125,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a052b2a2895c1b41,SUPREMEIND,2025-04-24,2026-08-12,175,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a07a61a488b22fce,ULTRACEMCO,2024-10-31,2026-08-12,50,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a07a61a488b22fce,ULTRACEMCO,2024-07-01,2024-10-30,100,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a1f31f14d17ed2de,UNOMINDA,2025-05-29,2026-08-12,550,2025-05-29,NSE_FO_contract_29052025.csv.gz,7f2761e73cbd0d9a692638f0135730bd7ec8df8736a346f901062558c35d18fd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a26bbcf1fdfb69bc,BPCL,2024-07-01,2025-06-25,1800,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a26bbcf1fdfb69bc,BPCL,2025-04-24,2026-08-12,1975,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a28801944ed183fc,ASIANPAINT,2024-07-01,2025-06-25,200,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a28801944ed183fc,ASIANPAINT,2025-04-24,2026-08-12,250,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a3b264de2cf8a648,GRASIM,2024-07-01,2026-08-12,250,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a40913cb255dca2f,CDSL,2024-11-28,2025-06-25,350,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a40913cb255dca2f,CDSL,2025-04-24,2026-08-12,475,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a44d1ab506bcfd18,INFY,2024-07-01,2026-08-12,400,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a5651ec17fd0279a,PNBHOUSING,2025-03-27,2026-08-12,650,2025-03-27,NSE_FO_contract_27032025.csv.gz,c6e1c635e8c64b635c72c527dcd5c7f7a5394cd4f829174895071242ed3e0a39,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a5939acdf0feebb8,BLUESTARCO,2025-05-29,2026-08-12,325,2025-05-29,NSE_FO_contract_29052025.csv.gz,7f2761e73cbd0d9a692638f0135730bd7ec8df8736a346f901062558c35d18fd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a6f0dfa437318a39,GVT&D,2026-05-26,2026-08-12,125,2026-05-26,NSE_FO_contract_26052026.csv.gz,37d6a421a3a890476975b82f801fad7fbeeb7cc49a9ba18473c4da84308bdfbb,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a98ef6310149ea9f,TATAMOTORS,2024-07-01,2025-06-25,550,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a98ef6310149ea9f,TATAMOTORS,2025-04-24,2025-10-21,800,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a98ef6310149ea9f,TMPV,2025-10-24,2026-06-29,800,2025-10-24,NSE_FO_contract_24102025.csv.gz,6464b3593ac912786b5cd1c7c7b9a2eb48fc803f9279f4c46e68f549d03bcefd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a98ef6310149ea9f,TMPV,2026-04-28,2026-08-12,1600,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a9c4bb6760a9efa9,KFINTECH,2025-06-26,2025-12-29,450,2025-06-26,NSE_FO_contract_26062025.csv.gz,375f651e436a4554b917bf35e0087305d496c6b9f4cc1ed1b5b74f77abf682dc,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a9c4bb6760a9efa9,KFINTECH,2025-10-28,2026-06-29,500,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_a9c4bb6760a9efa9,KFINTECH,2026-04-28,2026-08-12,575,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ad3567d82cce8db3,MCX,2024-10-31,2025-06-25,100,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ad3567d82cce8db3,MCX,2025-04-24,2025-12-31,125,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ad3567d82cce8db3,MCX,2024-07-01,2024-10-30,200,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ad3567d82cce8db3,MCX,2026-04-28,2026-08-12,225,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ad3567d82cce8db3,MCX,2026-01-01,2026-06-29,625,2026-01-01,NSE_FO_contract_01012026.csv.gz,243b470b0bbc531d85d3227a339a08e3508e199fdee674bfa06c37c1589e1d41,OFFICIAL_DAILY_CONTRACT_FILE
SEC_adb589f77f4ae39f,APOLLOHOSP,2024-07-01,2026-08-12,125,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ae4a8346e3556577,BHARTIARTL,2024-07-01,2026-08-12,475,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_af87644b6a0f405c,ATUL,2024-07-01,2025-02-25,100,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_afaf4c10d9625a0c,NHPC,2024-11-28,2026-06-29,6400,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_afaf4c10d9625a0c,NHPC,2026-04-28,2026-08-12,6950,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_b14f44ae308dcdfb,INDUSTOWER,2024-10-31,2026-08-12,1700,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
